mpg,Length,Width,Number of Forward Gears,Year,Car Height,Horsepower,Torque,
10,29,217,6,2011,64,403,417,
13,29,217,6,2011,64,403,417,
10,29,217,6,2011,64,403,417,
13,29,217,6,2011,64,403,417,
26,118,158,6,2010,254,122,127,
26,118,158,4,2010,254,107,111,
24,118,158,4,2010,254,122,127,
26,118,158,5,2010,254,107,111,
24,118,158,4,2010,254,122,127,
26,118,158,5,2010,254,107,111,
17,184,24,6,2011,137,230,200,
18,184,24,6,2011,137,230,200,
17,184,24,6,2011,137,230,200,
17,184,24,6,2011,137,230,200,
14,29,217,6,2010,125,403,417,
10,29,217,6,2010,125,403,417,
14,29,217,6,2010,125,403,417,
10,29,217,6,2010,125,403,417,
10,29,217,6,2010,125,403,417,
10,29,217,6,2010,125,403,417,
14,29,217,6,2010,125,403,417,
13,29,217,6,2010,125,403,417,
20,23,214,4,2011,135,332,367,
20,23,214,4,2011,135,332,367,
20,23,214,4,2011,135,332,367,
20,23,214,4,2011,135,332,367,
20,28,57,6,2011,203,173,166,
21,28,57,4,2011,203,173,166,
19,28,57,6,2011,203,283,260,
20,28,57,6,2011,203,173,166,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,202,26,5,2011,142,180,161,
21,241,32,4,2010,216,173,166,
21,241,32,4,2010,216,173,166,
21,241,32,4,2010,216,173,166,
21,166,26,5,2010,142,180,161,
21,166,26,5,2010,142,180,161,
21,166,26,5,2010,142,180,161,
21,166,26,5,2010,142,180,161,
21,166,26,5,2010,142,180,161,
21,166,26,5,2010,26,180,161,
21,23,214,4,2010,135,332,367,
21,23,214,4,2010,135,332,367,
15,153,107,4,2010,183,275,295,
15,153,107,4,2010,183,275,295,
15,153,107,4,2010,183,275,295,
15,153,107,4,2010,183,292,288,
20,219,26,5,2011,252,166,161,
19,219,26,5,2011,252,166,161,
20,219,26,5,2011,252,166,161,
19,219,26,5,2011,252,166,161,
18,225,118,6,2010,132,265,223,
18,225,118,6,2010,132,265,223,
17,225,118,6,2010,132,265,223,
18,225,118,6,2010,132,265,223,
17,225,118,6,2010,132,265,223,
15,225,118,6,2010,132,300,295,
18,225,118,6,2010,132,265,223,
17,225,118,6,2010,132,265,223,
15,225,118,6,2010,132,300,295,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
10,23,214,6,2011,135,403,417,
13,23,214,6,2011,135,403,417,
16,186,57,6,2011,110,261,281,
16,186,57,5,2011,110,261,281,
15,186,57,5,2011,110,261,281,
15,186,57,5,2011,110,261,281,
16,186,57,5,2011,110,261,281,
16,186,57,6,2011,110,261,281,
15,186,57,5,2011,110,261,281,
15,186,57,5,2010,110,261,281,
15,186,57,5,2010,110,261,281,
15,186,57,5,2010,110,261,281,
16,186,57,6,2010,110,261,281,
16,186,57,6,2010,110,261,281,
15,186,57,5,2010,110,261,281,
15,186,57,5,2010,110,261,281,
16,186,57,6,2010,110,261,281,
15,186,57,5,2010,110,261,281,
23,242,3,6,2012,139,175,180,
18,242,3,6,2012,139,270,258,
16,245,54,6,2010,200,300,300,
18,245,54,6,2010,188,230,200,
15,245,54,6,2010,188,360,360,
18,245,54,6,2010,188,230,200,
17,245,54,6,2010,200,300,300,
17,245,54,6,2010,200,230,200,
15,245,54,6,2010,188,360,360,
17,245,54,6,2010,200,230,200,
17,245,54,6,2010,188,300,300,
17,245,54,6,2010,188,300,300,
13,172,118,7,2010,24,382,391,
18,172,118,7,2010,24,210,400,
11,172,158,7,2010,24,503,465,
15,172,118,7,2010,24,268,258,
16,172,118,7,2010,24,268,258,
16,172,118,7,2011,24,268,258,
17,245,54,6,2011,200,300,300,
18,172,118,7,2011,24,210,400,
17,245,54,6,2011,200,230,200,
13,172,118,7,2011,24,382,391,
15,245,54,6,2011,188,360,360,
21,222,254,6,2012,221,200,180,
24,214,254,6,2012,231,140,147,
24,199,158,4,2012,254,122,127,
26,199,158,6,2012,254,122,127,
19,221,191,6,2011,229,187,186,
18,221,191,6,2011,214,266,245,
19,221,191,6,2011,229,187,186,
18,221,191,6,2011,3,266,245,
16,221,191,6,2011,19,266,245,
18,221,191,6,2011,3,266,245,
18,221,191,6,2011,208,266,245,
18,221,191,6,2011,3,266,245,
16,221,191,6,2011,19,266,245,
18,221,191,6,2011,3,266,245,
18,221,191,6,2011,3,266,245,
16,221,191,6,2011,19,266,245,
15,40,67,6,2011,183,400,450,
20,40,67,8,2011,183,300,300,
19,40,67,6,2011,183,300,300,
17,40,67,8,2011,183,400,450,
27,103,158,5,2012,233,109,107,
14,230,22,7,2011,17,382,391,
12,240,22,7,2011,17,518,465,
12,240,22,5,2011,17,604,738,
18,6,252,6,2010,17,228,221,
18,6,252,7,2010,17,300,265,
14,6,1,7,2010,246,355,376,
17,6,252,6,2011,17,228,221,
19,6,252,7,2011,17,300,265,
19,6,252,7,2010,17,228,221,
16,64,135,6,2011,28,273,270,
17,64,135,6,2011,28,355,350,
17,64,135,6,2011,28,273,270,
17,64,135,6,2010,28,273,270,
17,64,135,6,2010,28,355,350,
16,64,135,6,2010,28,273,270,
16,248,54,6,2010,210,300,300,
16,248,54,6,2010,210,300,300,
19,6,252,7,2011,17,228,221,
16,153,138,6,2011,175,355,350,
16,153,138,6,2011,175,268,267,
17,153,138,6,2011,175,268,267,
17,153,138,6,2010,175,268,267,
16,153,138,6,2010,175,268,267,
16,153,138,6,2010,175,355,350,
19,134,138,6,2011,173,305,280,
17,134,138,6,2011,173,305,280,
17,129,133,6,2010,178,265,250,
18,129,133,6,2010,178,265,250,
14,23,214,6,2010,135,403,417,
10,23,214,6,2010,135,403,417,
10,23,214,6,2010,135,403,417,
13,23,214,6,2010,135,403,417,
14,23,214,6,2010,135,403,417,
10,23,214,6,2010,135,403,417,
14,23,214,6,2010,135,403,417,
13,23,214,6,2010,135,403,417,
18,212,41,6,2011,165,263,249,
17,212,41,6,2011,165,263,249,
17,212,41,6,2010,165,263,249,
18,212,41,6,2010,165,263,249,
16,210,143,6,2010,191,273,270,
15,210,143,6,2010,191,273,270,
16,210,143,6,2010,191,273,270,
15,210,143,6,2010,191,273,270,
16,210,143,6,2010,191,273,270,
15,210,143,6,2010,191,273,270,
17,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
16,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
17,241,173,5,2010,214,266,245,
16,241,173,5,2010,214,266,245,
20,219,26,5,2010,252,166,161,
19,219,26,5,2010,252,166,161,
20,219,26,5,2010,252,166,161,
18,219,26,5,2010,252,166,161,
19,219,26,5,2010,252,166,161,
18,232,26,5,2010,229,166,161,
20,232,26,5,2010,229,166,161,
29,109,158,5,2011,195,100,98,
27,109,158,4,2011,195,100,98,
29,109,158,5,2011,195,100,98,
27,109,158,4,2011,195,100,98,
25,237,219,5,2011,190,148,135,
25,237,219,5,2011,190,148,135,
24,237,219,5,2011,190,148,135,
25,237,219,5,2011,190,148,135,
24,237,219,5,2011,190,148,135,
20,242,219,6,2011,190,167,168,
22,242,219,5,2011,190,167,168,
20,242,219,6,2011,190,167,168,
20,242,219,5,2011,190,167,168,
20,153,219,6,2011,190,167,168,
22,153,219,5,2011,190,167,168,
20,153,219,6,2011,190,167,168,
22,153,219,5,2011,190,167,168,
18,142,212,6,2012,252,290,255,
20,142,212,6,2012,252,240,270,
17,142,212,6,2012,252,290,255,
18,142,212,6,2012,252,290,255,
20,142,212,6,2012,252,240,270,
17,142,212,6,2012,252,290,255,
18,142,212,6,2012,252,290,255,
20,142,212,6,2012,252,240,270,
17,142,212,6,2012,252,290,255,
21,153,219,6,2010,190,167,168,
22,153,219,5,2010,190,167,168,
21,153,219,6,2010,190,167,168,
22,153,219,5,2010,190,167,168,
17,142,212,6,2011,252,290,255,
17,142,212,6,2011,11,290,255,
17,142,212,6,2011,252,290,255,
17,142,212,6,2011,11,290,255,
17,142,212,6,2011,252,290,255,
17,142,212,6,2011,11,290,255,
25,237,219,5,2010,190,148,135,
25,237,219,5,2010,190,148,135,
24,237,219,5,2010,190,148,135,
25,237,219,5,2010,190,148,135,
24,237,219,5,2010,190,148,135,
21,242,219,6,2010,190,167,168,
22,242,219,5,2010,190,167,168,
21,242,219,6,2010,190,167,168,
22,242,219,5,2010,190,167,168,
18,159,234,6,2011,180,263,280,
18,159,234,6,2010,180,263,280,
14,48,79,5,2010,57,210,254,
13,48,79,5,2010,57,210,254,
13,48,79,5,2010,57,210,254,
14,48,79,6,2010,57,292,315,
14,48,79,5,2010,57,210,254,
13,48,79,5,2010,57,210,254,
14,48,79,6,2010,57,292,315,
14,48,79,5,2010,57,210,254,
13,48,79,5,2010,57,210,254,
13,48,79,5,2010,57,210,254,
14,48,79,6,2010,57,292,315,
21,232,214,6,2012,79,157,163,
21,232,214,5,2012,79,157,163,
21,232,214,5,2012,79,157,163,
21,232,214,5,2012,79,157,163,
22,2,216,5,2010,94,153,148,
21,2,216,5,2010,94,153,148,
21,2,216,5,2010,94,153,148,
21,2,216,5,2010,94,153,148,
17,240,201,5,2011,11,250,253,
16,240,201,5,2011,11,250,253,
17,240,201,5,2011,54,250,253,
16,240,201,5,2011,54,250,253,
17,240,201,5,2011,54,250,253,
16,240,201,5,2011,54,250,253,
17,240,201,5,2011,54,250,253,
16,240,201,5,2011,54,250,253,
21,55,46,6,2012,190,170,167,
22,55,46,5,2012,190,170,167,
22,55,46,5,2012,190,170,167,
22,55,46,5,2012,190,170,167,
22,55,46,5,2012,190,170,167,
18,55,46,6,2012,190,272,269,
18,55,46,6,2012,190,272,269,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,270,223,
18,12,49,6,2011,193,304,273,
18,12,49,6,2011,193,304,273,
18,12,49,6,2011,193,304,273,
18,12,49,6,2011,193,304,273,
9,39,191,6,2011,191,310,365,
13,173,209,6,2011,196,310,365,
10,173,209,6,2011,196,310,365,
14,39,191,6,2011,191,310,365,
9,39,191,6,2010,196,310,365,
14,173,209,6,2010,196,310,365,
12,95,201,4,2011,218,239,287,
12,247,201,4,2011,221,239,287,
16,247,201,4,2010,221,239,287,
12,95,201,4,2010,218,239,287,
18,22,234,6,2011,150,228,221,
19,134,107,8,2010,23,300,300,
15,134,107,8,2010,23,400,450,
15,134,107,8,2010,23,400,450,
16,251,135,7,2010,115,303,262,
16,251,135,7,2010,115,303,262,
14,251,135,7,2010,115,390,369,
18,22,234,7,2011,150,228,221,
18,22,234,7,2011,150,228,221,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,270,223,
18,2,52,6,2010,221,304,273,
18,2,52,6,2010,221,304,273,
18,2,52,6,2010,221,304,273,
18,2,52,6,2010,221,304,273,
16,251,135,7,2011,115,303,262,
16,251,135,7,2011,115,303,262,
14,251,135,7,2011,142,390,369,
18,22,234,7,2010,165,228,221,
27,81,52,7,2012,221,302,258,
18,132,52,6,2011,183,302,272,
18,132,52,6,2011,183,302,272,
18,132,52,6,2011,183,302,272,
18,132,52,6,2011,183,302,272,
18,132,52,6,2011,183,302,272,
17,66,13,7,2009,228,303,262,
24,63,212,5,2011,254,158,141,
24,63,212,5,2011,254,158,141,
23,63,212,5,2011,254,172,165,
18,22,234,7,2011,165,228,221,
23,63,212,5,2010,254,158,141,
23,63,212,5,2010,254,158,141,
23,63,212,5,2010,254,172,165,
23,63,212,5,2010,254,172,165,
23,63,212,5,2010,254,158,141,
23,63,212,5,2010,254,158,141,
15,134,107,8,2011,23,400,450,
15,134,107,8,2011,23,400,450,
19,134,107,8,2011,23,300,300,
20,134,107,8,2011,23,300,300,
18,158,131,5,2011,170,305,268,
15,158,131,6,2011,170,379,410,
14,158,131,6,2011,170,470,470,
14,223,62,6,2010,94,360,360,
17,66,13,7,2010,228,303,262,
16,66,13,5,2010,244,303,262,
16,66,13,5,2010,228,325,336,
14,66,13,5,2010,244,325,336,
17,158,131,5,2010,170,250,250,
13,158,131,5,2010,170,425,420,
16,158,131,5,2010,170,372,400,
18,81,13,7,2011,221,330,270,
17,81,13,7,2011,233,330,270,
16,81,13,7,2011,221,420,417,
16,81,13,7,2011,233,420,417,
21,192,113,6,2011,74,182,182,
20,192,113,6,2011,74,182,182,
19,192,113,6,2011,74,268,246,
18,192,113,6,2011,74,268,246,
18,81,52,7,2012,221,330,270,
17,81,52,7,2012,233,330,270,
16,81,52,7,2012,221,420,417,
16,81,52,7,2012,233,420,417,
18,132,52,6,2010,183,302,272,
18,132,52,6,2010,183,302,272,
18,132,52,6,2010,183,302,272,
18,132,52,6,2010,183,302,272,
18,132,52,6,2010,183,302,272,
15,132,52,6,2010,183,320,315,
15,132,52,6,2010,183,320,315,
15,132,52,6,2010,183,320,315,
10,125,209,6,2011,181,310,365,
13,125,209,6,2011,181,310,365,
10,125,209,6,2011,181,310,365,
9,125,209,6,2011,181,310,365,
10,245,209,6,2011,181,310,365,
13,245,209,6,2011,181,310,365,
10,245,209,6,2011,181,310,365,
9,245,209,6,2011,181,310,365,
14,125,209,6,2011,181,310,365,
9,125,209,6,2011,181,310,365,
10,125,209,6,2011,181,310,365,
13,125,209,6,2011,181,310,365,
14,125,209,6,2011,181,310,365,
9,125,209,6,2011,181,310,365,
10,125,209,6,2011,181,310,365,
14,125,209,6,2011,181,310,365,
18,213,113,5,2011,203,292,260,
16,213,113,5,2011,203,370,395,
18,213,113,5,2011,203,292,260,
21,55,46,6,2011,190,170,167,
22,55,46,5,2011,190,170,167,
22,55,46,5,2011,190,170,167,
22,55,46,5,2011,190,170,167,
22,55,46,5,2011,190,170,167,
18,55,46,6,2011,190,272,269,
18,55,46,6,2011,190,272,269,
17,233,194,6,2011,57,288,270,
16,233,194,6,2011,57,288,270,
17,233,194,6,2011,57,288,270,
16,233,194,6,2011,57,288,270,
17,233,194,6,2011,57,288,270,
16,233,194,6,2011,57,288,270,
17,233,194,6,2011,57,288,270,
16,233,194,6,2011,57,288,270,
17,233,194,6,2011,57,288,270,
16,233,194,6,2011,57,288,270,
20,55,46,6,2010,190,170,167,
20,55,46,6,2010,190,170,167,
21,55,46,5,2010,190,170,167,
20,55,46,6,2010,190,170,167,
21,55,46,5,2010,190,170,167,
21,55,46,5,2010,190,170,167,
21,55,46,5,2010,190,170,167,
17,55,46,6,2010,190,272,269,
17,55,46,6,2010,190,272,269,
17,219,100,4,2010,198,250,250,
17,219,100,5,2010,198,250,250,
17,219,100,5,2010,198,250,250,
13,219,100,5,2010,186,425,420,
16,219,100,5,2010,198,368,395,
16,219,100,5,2010,198,368,395,
16,219,100,5,2010,198,368,395,
17,219,100,5,2010,198,250,250,
17,219,100,4,2010,198,250,250,
16,211,133,5,2011,9,290,260,
16,211,133,5,2011,9,290,260,
16,211,133,5,2011,27,290,260,
16,211,133,5,2011,27,290,260,
16,211,133,5,2011,9,290,260,
14,125,209,6,2010,168,310,365,
9,125,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
14,125,209,6,2010,168,310,365,
9,125,209,6,2010,168,310,365,
14,245,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
9,125,209,6,2010,168,310,365,
9,125,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
12,245,209,6,2010,168,310,365,
9,125,209,6,2010,168,310,365,
12,125,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
12,245,209,6,2010,168,310,365,
14,125,209,6,2010,168,310,365,
12,125,209,6,2010,168,310,365,
9,245,209,6,2010,168,310,365,
12,245,209,6,2010,168,310,365,
22,155,183,5,2011,220,167,140,
21,155,183,6,2011,220,158,140,
21,155,183,6,2011,220,167,140,
21,155,183,6,2011,220,158,140,
21,155,183,6,2011,220,167,140,
21,155,183,6,2011,220,167,140,
21,155,183,6,2011,230,167,140,
21,155,183,6,2011,230,158,140,
21,155,183,6,2011,230,167,140,
21,155,183,6,2011,230,158,140,
21,155,183,6,2011,230,167,140,
21,155,183,6,2011,230,158,140,
22,155,183,5,2010,220,167,140,
21,155,183,6,2010,220,167,140,
21,155,183,6,2010,220,167,140,
21,155,183,6,2010,220,167,140,
21,155,183,6,2010,220,167,140,
21,155,183,6,2010,220,167,140,
21,155,183,6,2010,230,167,140,
21,155,183,6,2010,230,167,140,
21,155,183,6,2010,230,167,140,
21,155,183,6,2010,230,167,140,
16,108,234,6,2011,61,232,159,
16,108,234,6,2011,61,212,159,
16,108,234,6,2011,61,232,159,
16,108,234,6,2011,61,212,159,
16,108,234,6,2011,61,232,159,
20,164,236,7,2011,172,218,187,
20,164,236,7,2011,172,218,187,
19,164,236,7,2011,188,218,187,
16,108,234,6,2010,61,232,159,
16,108,234,6,2010,61,212,159,
16,108,234,6,2010,61,232,159,
16,108,234,6,2010,61,212,159,
16,108,234,6,2010,61,232,159,
21,192,113,6,2010,74,182,182,
20,192,113,6,2010,74,182,182,
19,192,113,6,2010,74,268,246,
18,192,113,6,2010,74,268,246,
29,241,158,5,2011,244,106,103,
29,241,158,4,2011,244,106,103,
15,162,49,6,2012,148,182,172,
20,162,49,6,2012,148,182,172,
15,162,49,6,2012,224,182,172,
20,162,49,6,2012,224,182,172,
17,162,49,6,2012,224,264,222,
22,162,49,6,2012,224,182,172,
20,162,49,6,2012,224,182,172,
12,162,49,6,2012,224,264,222,
12,162,49,6,2012,224,264,222,
15,162,49,6,2012,224,182,172,
20,162,49,6,2012,224,182,172,
17,162,49,6,2012,224,264,222,
12,162,49,6,2012,224,264,222,
16,162,49,6,2012,224,264,222,
29,241,158,5,2010,244,106,103,
29,241,158,4,2010,244,106,103,
23,242,3,6,2012,139,170,175,
29,241,158,5,2011,244,106,103,
29,241,158,4,2011,244,106,103,
13,155,222,5,2011,168,317,385,
22,162,49,6,2011,148,182,172,
20,162,49,6,2011,148,182,172,
22,162,49,6,2011,224,182,172,
20,162,49,6,2011,224,182,172,
17,162,49,6,2011,224,264,222,
16,162,49,6,2011,224,264,222,
12,162,49,6,2011,224,264,222,
12,162,49,6,2011,224,264,222,
22,162,49,6,2011,224,182,172,
20,162,49,6,2011,224,182,172,
17,162,49,6,2011,224,264,222,
16,162,49,6,2011,224,264,222,
12,162,49,6,2011,224,264,222,
12,162,49,6,2011,224,264,222,
22,162,49,6,2011,224,182,172,
20,162,49,6,2011,224,182,172,
17,162,49,6,2011,224,264,222,
16,162,49,6,2011,224,264,222,
17,162,49,6,2011,224,264,222,
12,162,49,6,2011,224,264,222,
29,241,158,5,2010,244,106,103,
29,241,158,4,2010,244,106,103,
29,204,153,5,2011,180,106,103,
29,204,153,4,2011,180,106,103,
21,235,3,4,2012,222,136,128,
21,235,3,4,2012,222,136,128,
22,235,3,4,2012,222,136,128,
22,235,3,4,2012,222,136,128,
21,237,3,4,2011,222,136,128,
21,237,3,4,2011,222,136,128,
21,237,3,4,2011,222,136,128,
21,237,3,4,2011,222,136,128,
22,237,3,4,2010,222,136,128,
22,237,3,4,2010,222,136,128,
22,237,3,4,2010,222,136,128,
22,237,3,4,2010,222,136,128,
12,155,222,5,2011,189,317,385,
13,155,222,5,2011,168,317,385,
12,8,171,4,2010,162,224,265,
12,155,222,5,2011,189,317,385,
9,155,222,5,2011,168,317,385,
12,155,222,5,2011,189,317,385,
18,109,16,6,2011,20,385,310,
18,109,16,6,2011,30,345,288,
18,109,16,6,2011,20,385,310,
18,109,16,6,2011,30,345,288,
18,109,16,6,2011,30,345,288,
16,125,59,6,2011,20,500,480,
17,109,16,6,2011,20,385,310,
18,83,60,6,2011,20,408,310,
17,47,59,7,2009,119,325,267,
16,47,59,6,2009,119,325,267,
9,155,222,5,2010,168,317,385,
9,155,222,5,2010,189,317,385,
12,155,222,5,2010,168,317,385,
12,155,222,5,2010,189,317,385,
23,90,13,5,2011,188,171,171,
21,90,13,6,2011,188,171,171,
20,90,13,6,2011,188,171,171,
21,90,13,6,2011,188,171,171,
20,90,13,6,2011,188,171,171,
21,90,13,6,2011,247,171,171,
20,90,13,6,2011,247,171,171,
14,90,13,6,2011,247,240,223,
13,90,13,6,2011,247,240,223,
9,155,222,5,2010,168,317,385,
9,155,222,5,2010,189,317,385,
22,90,13,5,2010,188,171,171,
21,90,13,6,2010,188,171,171,
20,90,13,6,2010,188,171,171,
21,90,13,6,2010,188,171,171,
20,90,13,6,2010,188,171,171,
21,90,13,6,2010,247,171,171,
20,90,13,6,2010,247,171,171,
19,90,13,6,2010,247,240,223,
18,90,13,6,2010,247,240,223,
29,204,153,5,2010,180,106,103,
29,204,153,4,2010,180,106,103,
30,58,158,5,2012,228,106,103,
30,58,158,4,2012,228,106,103,
30,58,158,4,2012,228,106,103,
16,125,60,6,2011,20,500,480,
18,109,16,6,2011,30,345,288,
18,109,16,6,2011,20,385,310,
17,109,16,6,2011,20,385,310,
18,109,16,6,2011,30,345,288,
17,83,60,6,2011,20,408,310,
14,211,133,5,2011,27,360,390,
16,211,133,5,2011,9,290,260,
16,211,133,5,2011,9,290,260,
16,211,133,5,2011,9,290,260,
13,211,133,5,2011,27,360,390,
17,31,207,6,2011,189,283,260,
17,31,207,6,2011,189,283,260,
17,31,207,6,2011,189,283,260,
17,31,207,6,2011,189,283,260,
17,31,207,6,2011,189,283,260,
15,179,107,5,2010,128,210,235,
14,179,107,5,2010,128,357,389,
14,179,107,5,2010,128,210,235,
13,179,107,5,2010,128,357,389,
14,179,107,5,2010,128,357,389,
13,179,107,5,2010,128,357,389,
23,52,224,5,2011,120,158,141,
22,52,224,5,2011,120,172,165,
17,233,194,6,2010,57,288,270,
16,233,194,6,2010,57,288,270,
17,233,194,6,2010,57,288,270,
16,233,194,6,2010,57,288,270,
17,233,194,6,2010,57,288,270,
16,233,194,6,2010,57,288,270,
17,233,194,6,2010,57,288,270,
16,233,194,6,2010,57,288,270,
18,22,181,5,2011,112,185,190,
18,22,181,4,2011,112,185,190,
18,22,206,5,2011,112,185,190,
17,22,181,4,2011,112,242,242,
22,98,57,6,2010,148,182,172,
17,22,181,4,2011,112,242,242,
20,98,57,6,2010,148,182,172,
18,140,181,5,2011,112,185,190,
18,140,181,4,2011,112,185,190,
18,140,206,5,2011,112,185,190,
17,140,206,4,2011,112,185,190,
17,140,181,4,2011,112,242,242,
22,98,57,6,2010,148,182,172,
17,140,206,4,2011,112,242,242,
20,98,57,6,2010,148,182,172,
18,22,181,5,2011,112,185,190,
18,22,181,4,2011,112,185,190,
18,22,206,5,2011,112,185,190,
17,22,206,4,2011,112,185,190,
17,22,181,4,2011,112,242,242,
22,98,57,6,2010,148,182,172,
17,22,206,4,2011,112,242,242,
20,98,57,6,2010,148,182,172,
18,140,181,5,2011,112,185,190,
18,140,181,4,2011,112,185,190,
18,140,206,5,2011,112,185,190,
17,140,206,4,2011,112,185,190,
17,140,181,4,2011,112,242,242,
14,140,181,4,2011,112,300,320,
17,140,206,4,2011,112,242,242,
18,22,181,5,2011,112,185,190,
18,140,181,4,2011,112,185,190,
14,140,181,4,2011,112,300,320,
16,140,206,4,2011,112,242,242,
14,140,206,4,2011,112,300,320,
17,140,181,4,2011,112,242,242,
20,98,57,6,2010,148,182,172,
18,22,181,5,2010,127,185,190,
22,98,57,6,2010,148,182,172,
17,140,181,4,2011,112,242,242,
17,140,206,4,2011,112,242,242,
14,140,181,4,2011,112,300,320,
14,140,206,4,2011,112,300,320,
17,140,181,4,2011,112,242,242,
16,140,206,4,2011,112,242,242,
14,140,181,4,2011,112,300,320,
14,140,206,4,2011,112,300,320,
17,22,206,4,2011,112,185,190,
17,47,59,7,2010,119,325,267,
16,47,59,6,2010,119,325,267,
17,240,201,5,2010,11,250,253,
16,240,201,5,2011,11,250,253,
17,240,201,5,2010,54,250,253,
17,240,201,5,2010,54,250,253,
16,240,201,5,2010,54,250,253,
17,240,201,5,2010,54,250,253,
16,240,201,5,2010,54,250,253,
30,58,158,4,2012,228,106,103,
30,58,158,4,2012,228,106,103,
30,89,158,5,2012,228,106,103,
30,89,158,4,2012,228,106,103,
20,177,118,6,2012,193,187,186,
18,177,118,5,2012,193,270,248,
17,177,118,5,2012,193,270,248,
20,177,118,6,2012,224,187,186,
18,177,118,5,2012,224,270,248,
17,177,118,5,2012,224,270,248,
18,177,118,5,2012,224,270,248,
17,177,118,5,2012,224,270,248,
17,24,161,6,2010,22,251,259,
16,24,161,6,2010,22,197,230,
17,24,161,4,2010,214,175,205,
17,24,161,4,2010,214,175,205,
16,24,161,6,2010,22,197,230,
23,52,224,5,2010,120,158,141,
23,52,224,5,2010,120,172,165,
23,52,224,5,2010,120,172,165,
23,52,224,5,2010,120,158,141,
23,52,224,5,2010,120,172,165,
23,52,224,5,2010,120,172,165,
20,162,49,6,2010,224,182,172,
23,52,224,5,2010,120,172,165,
19,23,42,4,2011,156,173,166,
16,23,42,6,2011,186,280,260,
16,23,42,6,2011,186,280,260,
16,23,42,6,2011,186,280,260,
17,47,59,7,2011,119,325,267,
16,65,59,6,2011,119,325,267,
19,141,236,7,2010,172,328,269,
19,141,236,7,2010,172,328,269,
18,141,236,7,2010,188,328,269,
17,141,236,6,2010,172,328,269,
15,223,62,6,2010,94,360,360,
19,164,236,7,2011,172,328,269,
18,164,236,7,2011,188,328,269,
17,164,236,6,2011,172,328,269,
15,210,110,6,2009,200,400,450,
14,94,110,6,2009,200,400,450,
14,94,110,6,2010,200,400,450,
14,210,110,6,2010,200,400,450,
13,94,110,8,2010,200,535,550,
14,94,110,6,2010,200,400,450,
15,210,110,6,2010,200,400,450,
22,162,49,6,2010,148,182,172,
20,162,49,6,2010,148,182,172,
22,162,49,6,2010,224,182,172,
22,162,49,6,2010,224,182,172,
20,162,49,6,2010,224,182,172,
22,162,49,6,2010,224,182,172,
20,162,49,6,2010,224,182,172,
20,162,49,6,2010,224,182,172,
14,210,110,6,2011,200,400,450,
13,94,110,8,2011,200,535,550,
14,94,110,6,2011,200,400,450,
14,94,110,6,2011,200,400,450,
15,210,110,6,2011,200,400,450,
17,210,110,6,2011,200,315,330,
17,94,110,6,2011,200,315,330,
14,94,110,6,2011,200,400,450,
19,23,42,4,2010,166,173,166,
15,23,42,6,2010,156,235,232,
15,23,42,6,2010,156,235,232,
15,23,42,6,2010,156,235,232,
16,23,42,6,2010,156,235,232,
16,23,42,6,2010,229,235,232,
16,23,42,6,2010,156,235,232,
17,210,110,8,2011,200,455,515,
17,94,110,8,2011,200,455,515,
16,192,65,5,2011,255,260,265,
16,192,65,5,2011,255,260,265,
16,192,65,5,2011,255,260,265,
15,192,65,4,2011,255,260,265,
16,192,65,5,2011,255,260,265,
17,210,110,8,2011,200,455,515,
15,192,65,4,2012,255,260,265,
14,104,110,6,2011,213,500,516,
14,104,110,6,2011,213,500,516,
14,221,110,6,2011,203,500,516,
14,221,110,6,2011,203,500,516,
19,6,28,6,2010,150,272,254,
16,192,64,4,2010,239,210,235,
16,192,64,4,2010,239,210,235,
16,192,64,5,2010,239,260,265,
15,192,64,4,2010,239,210,235,
16,192,64,4,2010,239,210,235,
15,192,64,4,2010,239,210,235,
16,192,64,5,2010,239,260,265,
15,192,64,4,2010,239,210,235,
16,192,64,5,2010,239,260,265,
16,192,64,5,2010,239,260,265,
